"Time	RPM	MAP	TP	lambda	MAT	CLT	Gego	Gwarm	Gbaro	Gammae	TPSacc	Gve	PW	PW_raw	IacDC	IacSteps	DutyCycle1	lambdaTarget	Spark	Dwell	EGT #1	Vbatt	IacInt	speed_rpm_ratio	altitude	speed	course	distance	distance_sum	inst_Vems	torque	torque_nominal	L100km	lambda_corr_ego	lambda_corr_ego	afr_diff	corrected_ve	",Time,RPM,MAP,TP,lambda,MAT,CLT,Gego,Gwarm,Gbaro,Gammae,TPSacc,Gve,PW,PW_raw,IacDC,IacSteps,DutyCycle1,lambdaTarget,Spark,Dwell,EGT #1,Vbatt,IacInt,speed_rpm_ratio,altitude,speed,course,distance,distance_sum,inst_Vems,torque,torque_nominal,L100km,lambda_corr_ego,lambda_corr_ego,afr_diff,corrected_ve
"15.281	2013	54.3	1.2	1.015	30.0	85.0	93	100	100	97	0.0	90	3.692	2.936	18	46	6.2	1.000	40.0	4.03	649	12.24	123	0	0.0	0.0	0.0	0	0	2.305	36.289	34.609	255.000	0.944	0.944	0.985	84.947	",15.281,2013,54.3,1.2,1.015,30,85,93,100,100,97,0,90,3.692,2.936,18,46,6.2,1,40,4.03,649,12.24,123,0,0,0,0,0,0,2.305,36.289,34.609,255,0.944,0.944,0.985,84.947
"15.328	2018	54.8	1.2	1.009	30.0	85.0	93	100	100	97	0.0	90	3.720	2.964	18	46	6.3	1.000	40.0	4.03	649	12.24	123	0	0.0	0.0	0.0	0	0	2.333	37.969	36.295	255.000	0.938	0.938	0.992	84.412	",15.328,2018,54.8,1.2,1.009,30,85,93,100,100,97,0,90,3.72,2.964,18,46,6.3,1,40,4.03,649,12.24,123,0,0,0,0,0,0,2.333,37.969,36.295,255,0.938,0.938,0.992,84.412
"15.375	2011	66.3	1.2	1.011	30.0	85.0	93	100	100	97	0.0	90	4.348	3.592	18	47	7.3	1.000	40.0	4.03	649	12.24	123	0	0.0	0.0	0.0	0	0	2.817	35.598	33.915	255.000	0.940	0.940	0.989	84.590	",15.375,2011,66.3,1.2,1.011,30,85,93,100,100,97,0,90,4.348,3.592,18,47,7.3,1,40,4.03,649,12.24,123,0,0,0,0,0,0,2.817,35.598,33.915,255,0.94,0.94,0.989,84.59
"15.422	2019	80.3	1.2	1.009	30.0	85.0	93	100	100	97	0.0	90	5.128	4.364	18	47	8.6	1.000	40.0	4.03	649	12.12	123	0	0.0	0.0	0.0	0	0	3.436	39.451	37.783	255.000	0.938	0.938	0.992	84.412	",15.422,2019,80.3,1.2,1.009,30,85,93,100,100,97,0,90,5.128,4.364,18,47,8.6,1,40,4.03,649,12.12,123,0,0,0,0,0,0,3.436,39.451,37.783,255,0.938,0.938,0.992,84.412
"15.469	2007	66.5	1.2	1.009	30.0	85.0	93	100	100	97	0.0	90	4.388	3.624	18	46	7.3	1.000	40.0	4.03	649	12.12	123	0	0.0	0.0	0.0	0	0	2.837	35.795	34.114	255.000	0.938	0.938	0.992	84.412	",15.469,2007,66.5,1.2,1.009,30,85,93,100,100,97,0,90,4.388,3.624,18,46,7.3,1,40,4.03,649,12.12,123,0,0,0,0,0,0,2.837,35.795,34.114,255,0.938,0.938,0.992,84.412
"15.516	2015	55.0	1.2	1.002	30.0	85.0	93	100	100	97	0.0	90	3.760	2.996	18	46	6.3	1.000	40.0	4.03	649	12.12	123	0	0.0	0.0	0.0	0	0	2.354	39.254	37.584	255.000	0.932	0.932	0.998	83.878	",15.516,2015,55,1.2,1.002,30,85,93,100,100,97,0,90,3.76,2.996,18,46,6.3,1,40,4.03,649,12.12,123,0,0,0,0,0,0,2.354,39.254,37.584,255,0.932,0.932,0.998,83.878
"15.563	2012	66.5	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	4.388	3.624	18	46	7.4	1.000	40.0	4.03	649	12.12	123	0	0.0	0.0	0.0	0	0	2.844	37.673	35.998	255.000	0.930	0.930	1.000	83.700	",15.563,2012,66.5,1.2,1,30,85,93,100,100,97,0,90,4.388,3.624,18,46,7.4,1,40,4.03,649,12.12,123,0,0,0,0,0,0,2.844,37.673,35.998,255,0.93,0.93,1,83.7
"15.609	2022	80.0	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	5.120	4.364	18	46	8.6	1.000	40.0	4.03	649	12.24	123	0	0.0	0.0	0.0	0	0	3.441	36.191	34.510	255.000	0.930	0.930	1.000	83.700	",15.609,2022,80,1.2,1,30,85,93,100,100,97,0,90,5.12,4.364,18,46,8.6,1,40,4.03,649,12.24,123,0,0,0,0,0,0,3.441,36.191,34.51,255,0.93,0.93,1,83.7
"15.656	2022	80.3	1.2	1.002	30.0	85.0	93	100	100	97	0.0	90	5.128	4.364	18	47	8.6	1.000	40.0	4.03	649	12.12	123	0	0.0	0.0	0.0	0	0	3.441	38.562	36.890	255.000	0.932	0.932	0.998	83.878	",15.656,2022,80.3,1.2,1.002,30,85,93,100,100,97,0,90,5.128,4.364,18,47,8.6,1,40,4.03,649,12.12,123,0,0,0,0,0,0,3.441,38.562,36.89,255,0.932,0.932,0.998,83.878
"15.703	2010	67.8	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	4.424	3.668	18	47	7.4	1.000	40.0	4.03	649	12.24	123	0	0.0	0.0	0.0	0	0	2.875	36.487	34.808	255.000	0.930	0.930	1.000	83.700	",15.703,2010,67.8,1.2,1,30,85,93,100,100,97,0,90,4.424,3.668,18,47,7.4,1,40,4.03,649,12.24,123,0,0,0,0,0,0,2.875,36.487,34.808,255,0.93,0.93,1,83.7
"15.750	2014	55.0	1.2	0.996	30.0	85.0	93	100	100	97	0.0	90	3.767	2.996	18	46	6.3	1.000	40.0	4.03	649	12.00	123	0	0.0	0.0	0.0	0	0	2.353	39.254	37.584	255.000	0.926	0.926	1.004	83.344	",15.75,2014,55,1.2,0.996,30,85,93,100,100,97,0,90,3.767,2.996,18,46,6.3,1,40,4.03,649,12,123,0,0,0,0,0,0,2.353,39.254,37.584,255,0.926,0.926,1.004,83.344
"15.797	2012	67.8	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	4.424	3.668	18	46	7.4	1.000	40.0	4.03	649	12.24	123	0	0.0	0.0	0.0	0	0	2.878	37.080	35.403	255.000	0.930	0.930	1.000	83.700	",15.797,2012,67.8,1.2,1,30,85,93,100,100,97,0,90,4.424,3.668,18,46,7.4,1,40,4.03,649,12.24,123,0,0,0,0,0,0,2.878,37.08,35.403,255,0.93,0.93,1,83.7
"15.844	2022	80.0	1.2	1.006	30.0	85.0	93	100	100	97	0.0	90	5.135	4.364	18	46	8.7	1.000	40.0	4.03	649	12.00	123	0	0.0	0.0	0.0	0	0	3.441	39.847	38.179	255.000	0.936	0.936	0.994	84.234	",15.844,2022,80,1.2,1.006,30,85,93,100,100,97,0,90,5.135,4.364,18,46,8.7,1,40,4.03,649,12,123,0,0,0,0,0,0,3.441,39.847,38.179,255,0.936,0.936,0.994,84.234
"15.891	2012	67.3	1.2	1.009	30.0	85.0	93	100	100	97	0.0	90	4.396	3.640	18	46	7.4	1.000	40.0	4.03	649	12.24	123	0	0.0	0.0	0.0	0	0	2.856	37.870	36.196	255.000	0.938	0.938	0.992	84.412	",15.891,2012,67.3,1.2,1.009,30,85,93,100,100,97,0,90,4.396,3.64,18,46,7.4,1,40,4.03,649,12.24,123,0,0,0,0,0,0,2.856,37.87,36.196,255,0.938,0.938,0.992,84.412
"15.938	2011	54.3	1.2	1.006	30.0	85.0	93	100	100	97	0.0	90	4.404	3.640	18	46	7.4	1.000	40.0	4.03	649	12.12	123	0	0.0	0.0	0.0	0	0	2.855	36.586	34.907	255.000	0.936	0.936	0.994	84.234	",15.938,2011,54.3,1.2,1.006,30,85,93,100,100,97,0,90,4.404,3.64,18,46,7.4,1,40,4.03,649,12.12,123,0,0,0,0,0,0,2.855,36.586,34.907,255,0.936,0.936,0.994,84.234
"15.984	2017	54.8	1.2	1.006	30.0	85.0	93	100	100	97	0.0	90	3.720	2.964	18	47	6.3	1.000	40.0	4.03	649	12.24	123	0	0.0	0.0	0.0	0	0	2.332	37.673	35.998	255.000	0.936	0.936	0.994	84.234	",15.984,2017,54.8,1.2,1.006,30,85,93,100,100,97,0,90,3.72,2.964,18,47,6.3,1,40,4.03,649,12.24,123,0,0,0,0,0,0,2.332,37.673,35.998,255,0.936,0.936,0.994,84.234
"16.031	2014	66.5	1.2	1.011	30.0	85.0	93	100	100	97	0.0	90	4.388	3.624	18	47	7.4	1.000	40.0	4.03	649	12.12	123	0	0.0	0.0	0.0	0	0	2.847	36.289	34.609	255.000	0.940	0.940	0.989	84.590	",16.031,2014,66.5,1.2,1.011,30,85,93,100,100,97,0,90,4.388,3.624,18,47,7.4,1,40,4.03,649,12.12,123,0,0,0,0,0,0,2.847,36.289,34.609,255,0.94,0.94,0.989,84.59
"16.078	2023	80.8	1.2	1.009	30.0	85.0	93	100	100	97	0.0	90	5.144	4.380	18	46	8.7	1.000	40.0	4.03	649	12.12	123	0	0.0	0.0	0.0	0	0	3.456	39.056	37.386	255.000	0.938	0.938	0.992	84.412	",16.078,2023,80.8,1.2,1.009,30,85,93,100,100,97,0,90,5.144,4.38,18,46,8.7,1,40,4.03,649,12.12,123,0,0,0,0,0,0,3.456,39.056,37.386,255,0.938,0.938,0.992,84.412
"16.125	2012	66.5	1.2	1.006	30.0	85.0	93	100	100	97	0.0	90	4.395	3.624	18	46	7.4	1.000	40.0	4.03	649	12.00	123	0	0.0	0.0	0.0	0	0	2.844	38.068	36.394	255.000	0.936	0.936	0.994	84.234	",16.125,2012,66.5,1.2,1.006,30,85,93,100,100,97,0,90,4.395,3.624,18,46,7.4,1,40,4.03,649,12,123,0,0,0,0,0,0,2.844,38.068,36.394,255,0.936,0.936,0.994,84.234
"16.172	2016	54.3	1.2	1.002	30.0	85.0	93	100	100	97	0.0	90	3.700	2.936	18	46	6.2	1.000	40.0	4.03	649	12.12	123	0	0.0	0.0	0.0	0	0	2.308	38.661	36.989	255.000	0.932	0.932	0.998	83.878	",16.172,2016,54.3,1.2,1.002,30,85,93,100,100,97,0,90,3.7,2.936,18,46,6.2,1,40,4.03,649,12.12,123,0,0,0,0,0,0,2.308,38.661,36.989,255,0.932,0.932,0.998,83.878
"16.219	2012	66.5	1.2	1.002	30.0	85.0	93	100	100	97	0.0	90	4.395	3.624	18	46	7.4	1.000	40.0	4.03	649	12.00	123	0	0.0	0.0	0.0	0	0	2.844	37.870	36.196	255.000	0.932	0.932	0.998	83.878	",16.219,2012,66.5,1.2,1.002,30,85,93,100,100,97,0,90,4.395,3.624,18,46,7.4,1,40,4.03,649,12,123,0,0,0,0,0,0,2.844,37.87,36.196,255,0.932,0.932,0.998,83.878
"16.266	2012	66.8	1.2	1.009	30.0	85.0	93	100	100	97	0.0	90	4.380	3.624	18	47	7.3	1.000	40.0	4.03	649	12.24	123	0	0.0	0.0	0.0	0	0	2.844	35.795	34.114	255.000	0.938	0.938	0.992	84.412	",16.266,2012,66.8,1.2,1.009,30,85,93,100,100,97,0,90,4.38,3.624,18,47,7.3,1,40,4.03,649,12.24,123,0,0,0,0,0,0,2.844,35.795,34.114,255,0.938,0.938,0.992,84.412
"16.313	2021	80.0	1.2	1.009	30.0	85.0	93	100	100	97	0.0	90	5.120	4.364	18	47	8.6	1.000	40.0	4.03	649	12.24	123	0	0.0	0.0	0.0	0	0	3.440	37.870	36.196	255.000	0.938	0.938	0.992	84.412	",16.313,2021,80,1.2,1.009,30,85,93,100,100,97,0,90,5.12,4.364,18,47,8.6,1,40,4.03,649,12.24,123,0,0,0,0,0,0,3.44,37.87,36.196,255,0.938,0.938,0.992,84.412
"16.359	2010	67.5	1.2	1.002	30.0	85.0	93	100	100	97	0.0	90	4.424	3.668	18	46	7.4	1.000	40.0	4.03	649	12.24	123	0	0.0	0.0	0.0	0	0	2.875	36.092	34.411	255.000	0.932	0.932	0.998	83.878	",16.359,2010,67.5,1.2,1.002,30,85,93,100,100,97,0,90,4.424,3.668,18,46,7.4,1,40,4.03,649,12.24,123,0,0,0,0,0,0,2.875,36.092,34.411,255,0.932,0.932,0.998,83.878
"16.406	2015	55.0	1.2	0.998	30.0	85.0	93	100	100	97	0.0	90	3.752	2.996	18	46	6.3	1.000	40.0	4.03	649	12.24	123	0	0.0	0.0	0.0	0	0	2.354	38.661	36.989	255.000	0.928	0.928	1.002	83.522	",16.406,2015,55,1.2,0.998,30,85,93,100,100,97,0,90,3.752,2.996,18,46,6.3,1,40,4.03,649,12.24,123,0,0,0,0,0,0,2.354,38.661,36.989,255,0.928,0.928,1.002,83.522
"16.453	2012	66.8	1.2	0.998	30.0	85.0	93	100	100	97	0.0	90	4.388	3.624	18	46	7.4	1.000	40.0	4.03	649	12.12	123	0	0.0	0.0	0.0	0	0	2.844	37.278	35.601	255.000	0.928	0.928	1.002	83.522	",16.453,2012,66.8,1.2,0.998,30,85,93,100,100,97,0,90,4.388,3.624,18,46,7.4,1,40,4.03,649,12.12,123,0,0,0,0,0,0,2.844,37.278,35.601,255,0.928,0.928,1.002,83.522
"16.500	2024	80.5	1.2	1.002	30.0	85.0	93	100	100	97	0.0	90	5.144	4.380	18	46	8.7	1.000	40.0	4.03	649	12.12	123	0	0.0	0.0	0.0	0	0	3.457	38.957	37.287	255.000	0.932	0.932	0.998	83.878	",16.5,2024,80.5,1.2,1.002,30,85,93,100,100,97,0,90,5.144,4.38,18,46,8.7,1,40,4.03,649,12.12,123,0,0,0,0,0,0,3.457,38.957,37.287,255,0.932,0.932,0.998,83.878
"16.547	2015	67.5	1.2	1.006	30.0	85.0	93	100	100	97	0.0	90	4.424	3.668	18	46	7.4	1.000	40.0	4.03	649	12.24	123	0	0.0	0.0	0.0	0	0	2.882	37.870	36.196	255.000	0.936	0.936	0.994	84.234	",16.547,2015,67.5,1.2,1.006,30,85,93,100,100,97,0,90,4.424,3.668,18,46,7.4,1,40,4.03,649,12.24,123,0,0,0,0,0,0,2.882,37.87,36.196,255,0.936,0.936,0.994,84.234
"16.594	2017	67.3	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	4.396	3.640	18	46	7.4	1.000	40.0	4.03	649	12.24	123	0	0.0	0.0	0.0	0	0	2.863	35.400	33.717	255.000	0.930	0.930	1.000	83.700	",16.594,2017,67.3,1.2,1,30,85,93,100,100,97,0,90,4.396,3.64,18,46,7.4,1,40,4.03,649,12.24,123,0,0,0,0,0,0,2.863,35.4,33.717,255,0.93,0.93,1,83.7
"16.641	2022	54.8	1.2	1.002	30.0	85.0	93	100	100	97	0.0	90	3.728	2.964	18	46	6.3	1.000	40.0	4.03	649	12.12	123	0	0.0	0.0	0.0	0	0	2.337	38.760	37.089	255.000	0.932	0.932	0.998	83.878	",16.641,2022,54.8,1.2,1.002,30,85,93,100,100,97,0,90,3.728,2.964,18,46,6.3,1,40,4.03,649,12.12,123,0,0,0,0,0,0,2.337,38.76,37.089,255,0.932,0.932,0.998,83.878
"16.688	2018	67.0	1.2	1.006	30.0	85.0	93	100	100	97	0.0	90	4.396	3.640	18	46	7.4	1.000	40.0	4.03	649	12.24	123	0	0.0	0.0	0.0	0	0	2.865	35.598	33.915	255.000	0.936	0.936	0.994	84.234	",16.688,2018,67,1.2,1.006,30,85,93,100,100,97,0,90,4.396,3.64,18,46,7.4,1,40,4.03,649,12.24,123,0,0,0,0,0,0,2.865,35.598,33.915,255,0.936,0.936,0.994,84.234
"16.734	2027	80.5	1.2	1.009	30.0	85.0	93	100	100	97	0.0	90	5.158	4.380	18	46	8.7	1.000	40.0	4.03	649	11.88	123	0	0.0	0.0	0.0	0	0	3.463	39.254	37.584	255.000	0.938	0.938	0.992	84.412	",16.734,2027,80.5,1.2,1.009,30,85,93,100,100,97,0,90,5.158,4.38,18,46,8.7,1,40,4.03,649,11.88,123,0,0,0,0,0,0,3.463,39.254,37.584,255,0.938,0.938,0.992,84.412
"16.781	2017	66.8	1.2	1.011	30.0	85.0	93	100	100	97	0.0	90	4.380	3.624	18	46	7.4	1.000	40.0	4.03	649	12.24	123	0	0.0	0.0	0.0	0	0	2.851	38.068	36.394	255.000	0.940	0.940	0.989	84.590	",16.781,2017,66.8,1.2,1.011,30,85,93,100,100,97,0,90,4.38,3.624,18,46,7.4,1,40,4.03,649,12.24,123,0,0,0,0,0,0,2.851,38.068,36.394,255,0.94,0.94,0.989,84.59
"16.828	2023	54.5	1.2	1.015	30.0	85.0	93	100	100	97	0.0	90	3.728	2.964	18	46	6.3	1.000	40.0	4.03	649	12.12	123	0	0.0	0.0	0.0	0	0	2.339	38.859	37.188	255.000	0.944	0.944	0.985	84.947	",16.828,2023,54.5,1.2,1.015,30,85,93,100,100,97,0,90,3.728,2.964,18,46,6.3,1,40,4.03,649,12.12,123,0,0,0,0,0,0,2.339,38.859,37.188,255,0.944,0.944,0.985,84.947
"16.875	2021	54.3	1.2	1.009	30.0	85.0	93	100	100	97	0.0	90	3.692	2.936	18	46	6.2	1.000	40.0	4.03	649	12.24	123	0	0.0	0.0	0.0	0	0	2.314	37.574	35.899	255.000	0.938	0.938	0.992	84.412	",16.875,2021,54.3,1.2,1.009,30,85,93,100,100,97,0,90,3.692,2.936,18,46,6.2,1,40,4.03,649,12.24,123,0,0,0,0,0,0,2.314,37.574,35.899,255,0.938,0.938,0.992,84.412
"16.922	2016	67.0	1.2	1.009	30.0	85.0	93	100	100	97	0.0	90	4.411	3.640	18	46	7.4	1.000	40.0	4.03	649	12.00	123	0	0.0	0.0	0.0	0	0	2.862	35.499	33.816	255.000	0.938	0.938	0.992	84.412	",16.922,2016,67,1.2,1.009,30,85,93,100,100,97,0,90,4.411,3.64,18,46,7.4,1,40,4.03,649,12,123,0,0,0,0,0,0,2.862,35.499,33.816,255,0.938,0.938,0.992,84.412
"16.969	2025	80.3	1.2	1.009	30.0	85.0	93	100	100	97	0.0	90	5.120	4.364	18	46	8.6	1.000	40.0	4.03	649	12.24	123	0	0.0	0.0	0.0	0	0	3.446	38.661	36.989	255.000	0.938	0.938	0.992	84.412	",16.969,2025,80.3,1.2,1.009,30,85,93,100,100,97,0,90,5.12,4.364,18,46,8.6,1,40,4.03,649,12.24,123,0,0,0,0,0,0,3.446,38.661,36.989,255,0.938,0.938,0.992,84.412
"17.016	2017	66.8	1.2	1.006	30.0	85.0	93	100	100	97	0.0	90	4.395	3.624	18	46	7.4	1.000	40.0	4.03	649	12.00	123	0	0.0	0.0	0.0	0	0	2.851	36.289	34.609	255.000	0.936	0.936	0.994	84.234	",17.016,2017,66.8,1.2,1.006,30,85,93,100,100,97,0,90,4.395,3.624,18,46,7.4,1,40,4.03,649,12,123,0,0,0,0,0,0,2.851,36.289,34.609,255,0.936,0.936,0.994,84.234
"17.063	2022	54.8	1.2	1.011	30.0	85.0	93	100	100	97	0.0	90	3.720	2.964	18	46	6.3	1.000	40.0	4.03	649	12.24	123	0	0.0	0.0	0.0	0	0	2.337	38.760	37.089	255.000	0.940	0.940	0.989	84.590	",17.063,2022,54.8,1.2,1.011,30,85,93,100,100,97,0,90,3.72,2.964,18,46,6.3,1,40,4.03,649,12.24,123,0,0,0,0,0,0,2.337,38.76,37.089,255,0.94,0.94,0.989,84.59
"17.109	2018	66.3	1.2	1.009	30.0	85.0	93	100	100	97	0.0	90	4.363	3.592	18	46	7.3	1.000	40.0	4.03	649	12.00	123	0	0.0	0.0	0.0	0	0	2.827	38.562	36.890	255.000	0.938	0.938	0.992	84.412	",17.109,2018,66.3,1.2,1.009,30,85,93,100,100,97,0,90,4.363,3.592,18,46,7.3,1,40,4.03,649,12,123,0,0,0,0,0,0,2.827,38.562,36.89,255,0.938,0.938,0.992,84.412
"17.156	2016	66.8	1.2	1.009	30.0	85.0	93	100	100	97	0.0	90	4.388	3.624	18	46	7.4	1.000	40.0	4.03	649	12.12	123	0	0.0	0.0	0.0	0	0	2.849	38.562	36.890	255.000	0.938	0.938	0.992	84.412	",17.156,2016,66.8,1.2,1.009,30,85,93,100,100,97,0,90,4.388,3.624,18,46,7.4,1,40,4.03,649,12.12,123,0,0,0,0,0,0,2.849,38.562,36.89,255,0.938,0.938,0.992,84.412
"17.203	2024	80.3	1.2	1.009	30.0	85.0	93	100	100	97	0.0	90	5.120	4.364	18	46	8.6	1.000	40.0	4.03	649	12.24	123	0	0.0	0.0	0.0	0	0	3.445	38.661	36.989	255.000	0.938	0.938	0.992	84.412	",17.203,2024,80.3,1.2,1.009,30,85,93,100,100,97,0,90,5.12,4.364,18,46,8.6,1,40,4.03,649,12.24,123,0,0,0,0,0,0,3.445,38.661,36.989,255,0.938,0.938,0.992,84.412
"17.250	2014	67.0	1.2	1.009	30.0	85.0	93	100	100	97	0.0	90	4.396	3.640	18	47	7.4	1.000	40.0	4.03	649	12.24	123	0	0.0	0.0	0.0	0	0	2.859	36.685	35.006	255.000	0.938	0.938	0.992	84.412	",17.25,2014,67,1.2,1.009,30,85,93,100,100,97,0,90,4.396,3.64,18,47,7.4,1,40,4.03,649,12.24,123,0,0,0,0,0,0,2.859,36.685,35.006,255,0.938,0.938,0.992,84.412
"17.297	2017	55.0	1.2	1.009	30.0	85.0	93	100	100	97	0.0	90	3.760	2.996	18	47	6.3	1.000	40.0	4.03	649	12.12	123	0	0.0	0.0	0.0	0	0	2.357	39.847	38.179	255.000	0.938	0.938	0.992	84.412	",17.297,2017,55,1.2,1.009,30,85,93,100,100,97,0,90,3.76,2.996,18,47,6.3,1,40,4.03,649,12.12,123,0,0,0,0,0,0,2.357,39.847,38.179,255,0.938,0.938,0.992,84.412
"17.344	2014	67.3	1.2	1.009	30.0	85.0	93	100	100	97	0.0	90	4.404	3.640	18	47	7.4	1.000	40.0	4.03	649	12.12	123	0	0.0	0.0	0.0	0	0	2.859	37.179	35.502	255.000	0.938	0.938	0.992	84.412	",17.344,2014,67.3,1.2,1.009,30,85,93,100,100,97,0,90,4.404,3.64,18,47,7.4,1,40,4.03,649,12.12,123,0,0,0,0,0,0,2.859,37.179,35.502,255,0.938,0.938,0.992,84.412
"17.391	2022	80.3	1.2	1.006	30.0	85.0	93	100	100	97	0.0	90	5.135	4.364	18	46	8.7	1.000	40.0	4.03	649	12.00	123	0	0.0	0.0	0.0	0	0	3.441	39.353	37.684	255.000	0.936	0.936	0.994	84.234	",17.391,2022,80.3,1.2,1.006,30,85,93,100,100,97,0,90,5.135,4.364,18,46,8.7,1,40,4.03,649,12,123,0,0,0,0,0,0,3.441,39.353,37.684,255,0.936,0.936,0.994,84.234
"17.438	2010	67.5	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	4.424	3.668	18	46	7.4	1.000	40.0	4.03	649	12.24	123	0	0.0	0.0	0.0	0	0	2.875	39.946	38.279	255.000	0.930	0.930	1.000	83.700	",17.438,2010,67.5,1.2,1,30,85,93,100,100,97,0,90,4.424,3.668,18,46,7.4,1,40,4.03,649,12.24,123,0,0,0,0,0,0,2.875,39.946,38.279,255,0.93,0.93,1,83.7
"17.484	2009	67.0	1.2	0.998	30.0	85.0	93	100	100	97	0.0	90	4.396	3.640	18	46	7.4	1.000	40.0	4.03	649	12.24	123	0	0.0	0.0	0.0	0	0	2.852	37.772	36.097	255.000	0.928	0.928	1.002	83.522	",17.484,2009,67,1.2,0.998,30,85,93,100,100,97,0,90,4.396,3.64,18,46,7.4,1,40,4.03,649,12.24,123,0,0,0,0,0,0,2.852,37.772,36.097,255,0.928,0.928,1.002,83.522
"17.531	2013	55.3	1.2	0.996	30.0	85.0	93	100	100	97	0.0	90	3.760	2.996	18	46	6.3	1.000	40.0	4.03	649	12.12	123	0	0.0	0.0	0.0	0	0	2.352	40.736	39.072	255.000	0.926	0.926	1.004	83.344	",17.531,2013,55.3,1.2,0.996,30,85,93,100,100,97,0,90,3.76,2.996,18,46,6.3,1,40,4.03,649,12.12,123,0,0,0,0,0,0,2.352,40.736,39.072,255,0.926,0.926,1.004,83.344
"17.578	2008	67.3	1.2	0.996	30.0	85.0	93	100	100	97	0.0	90	4.404	3.640	18	47	7.4	1.000	40.0	4.03	649	12.12	123	0	0.0	0.0	0.0	0	0	2.851	37.376	35.700	255.000	0.926	0.926	1.004	83.344	",17.578,2008,67.3,1.2,0.996,30,85,93,100,100,97,0,90,4.404,3.64,18,47,7.4,1,40,4.03,649,12.12,123,0,0,0,0,0,0,2.851,37.376,35.7,255,0.926,0.926,1.004,83.344
"17.625	2016	80.5	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	5.144	4.380	18	47	8.6	1.000	40.0	4.03	649	12.12	123	0	0.0	0.0	0.0	0	0	3.444	39.353	37.684	255.000	0.930	0.930	1.000	83.700	",17.625,2016,80.5,1.2,1,30,85,93,100,100,97,0,90,5.144,4.38,18,47,8.6,1,40,4.03,649,12.12,123,0,0,0,0,0,0,3.444,39.353,37.684,255,0.93,0.93,1,83.7
"17.672	2005	67.5	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	4.424	3.668	18	46	7.4	1.000	40.0	4.03	649	12.24	123	0	0.0	0.0	0.0	0	0	2.868	35.993	34.312	255.000	0.930	0.930	1.000	83.700	",17.672,2005,67.5,1.2,1,30,85,93,100,100,97,0,90,4.424,3.668,18,46,7.4,1,40,4.03,649,12.24,123,0,0,0,0,0,0,2.868,35.993,34.312,255,0.93,0.93,1,83.7
"17.719	2009	55.0	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	3.767	2.996	18	46	6.3	1.000	40.0	4.03	649	12.00	123	0	0.0	0.0	0.0	0	0	2.347	38.957	37.287	255.000	0.930	0.930	1.000	83.700	",17.719,2009,55,1.2,1,30,85,93,100,100,97,0,90,3.767,2.996,18,46,6.3,1,40,4.03,649,12,123,0,0,0,0,0,0,2.347,38.957,37.287,255,0.93,0.93,1,83.7
"17.766	2006	66.8	1.2	0.998	30.0	85.0	93	100	100	97	0.0	90	4.380	3.624	18	46	7.3	1.000	40.0	4.03	649	12.24	123	0	0.0	0.0	0.0	0	0	2.835	38.859	37.188	255.000	0.928	0.928	1.002	83.522	",17.766,2006,66.8,1.2,0.998,30,85,93,100,100,97,0,90,4.38,3.624,18,46,7.3,1,40,4.03,649,12.24,123,0,0,0,0,0,0,2.835,38.859,37.188,255,0.928,0.928,1.002,83.522
"17.813	2005	67.3	1.2	0.998	30.0	85.0	93	100	100	97	0.0	90	4.404	3.640	18	46	7.4	1.000	40.0	4.03	649	12.12	123	0	0.0	0.0	0.0	0	0	2.846	36.783	35.105	255.000	0.928	0.928	1.002	83.522	",17.813,2005,67.3,1.2,0.998,30,85,93,100,100,97,0,90,4.404,3.64,18,46,7.4,1,40,4.03,649,12.12,123,0,0,0,0,0,0,2.846,36.783,35.105,255,0.928,0.928,1.002,83.522
"17.859	2015	80.3	1.2	1.006	30.0	85.0	93	100	100	97	0.0	90	5.120	4.364	18	47	8.6	1.000	40.0	4.03	649	12.24	123	0	0.0	0.0	0.0	0	0	3.429	38.859	37.188	255.000	0.936	0.936	0.994	84.234	",17.859,2015,80.3,1.2,1.006,30,85,93,100,100,97,0,90,5.12,4.364,18,47,8.6,1,40,4.03,649,12.24,123,0,0,0,0,0,0,3.429,38.859,37.188,255,0.936,0.936,0.994,84.234
"17.906	2004	68.0	1.2	1.006	30.0	85.0	93	100	100	97	0.0	90	4.468	3.704	18	47	7.5	1.000	40.0	4.03	649	12.12	123	0	0.0	0.0	0.0	0	0	2.895	35.894	34.213	255.000	0.936	0.936	0.994	84.234	",17.906,2004,68,1.2,1.006,30,85,93,100,100,97,0,90,4.468,3.704,18,47,7.5,1,40,4.03,649,12.12,123,0,0,0,0,0,0,2.895,35.894,34.213,255,0.936,0.936,0.994,84.234
