Time,RPM,MAP,TP,lambda,MAT,CLT,Gego,Gwarm,Gbaro,Gammae,TPSacc,Gve,PW,PW_raw,IacDC,IacSteps,DutyCycle1,lambdaTarget,Spark,Dwell,EGT #1,Vbatt,IacInt,speed_rpm_ratio,altitude,speed,course,distance,distance_sum,inst_Vems,torque,torque_nominal,L100km,lambda_corr_ego,lambda_corr_ego,afr_diff,corrected_ve
0,1956,67.5,1.2,1,30,85,93,100,100,97,0,90,4.424,3.668,18,46,7.2,1,20,4.03,735,12.24,123,0,0,0,0,0,0,2.798,28.977,27.271,255,0.93,0.93,1,83.7
0.032,1955,67.8,1.2,1.011,30,85,93,100,100,97,0,90,4.424,3.668,18,46,7.2,1,20,4.03,735,12.24,123,0,0,0,0,0,0,2.797,28.78,27.073,255,0.94,0.94,0.989,84.59
0.078,2012,55.3,1.2,1,30,85,93,100,100,97,0,90,3.767,2.996,18,47,6.3,1,20,4.03,735,12,123,0,0,0,0,0,0,2.351,29.372,27.668,255,0.93,0.93,1,83.7
0.125,1972,66.3,1.2,0.996,30,85,93,100,100,97,0,90,4.348,3.592,18,47,7.1,1,20,4.03,734,12.24,123,0,0,0,0,0,0,2.763,28.78,27.073,255,0.926,0.926,1.004,83.344
0.172,2018,80.8,1.2,0.996,30,85,93,100,100,97,0,90,5.151,4.38,18,47,8.7,1,20,4.03,734,12,123,0,0,0,0,0,0,3.447,27.693,25.982,255,0.926,0.926,1.004,83.344
0.219,1998,68,1.2,0.996,30,85,93,100,100,97,0,90,5.144,4.38,18,47,8.6,1,20,4.03,734,12.12,123,0,0,0,0,0,0,3.413,29.274,27.569,255,0.926,0.926,1.004,83.344
0.266,1966,68,1.2,1.002,30,85,93,100,100,97,0,90,4.46,3.704,18,46,7.3,1,20,4.03,734,12.24,123,0,0,0,0,0,0,2.84,28.582,26.874,255,0.932,0.932,0.998,83.878
0.313,2000,55.3,1.2,1,30,85,93,100,100,97,0,90,3.76,2.996,18,46,6.3,1,20,4.03,734,12.12,123,0,0,0,0,0,0,2.337,29.471,27.767,255,0.93,0.93,1,83.7
0.36,1969,67.5,1.2,1.002,30,85,93,100,100,97,0,90,4.424,3.668,18,47,7.3,1,20,4.03,734,12.24,123,0,0,0,0,0,0,2.817,28.088,26.379,255,0.932,0.932,0.998,83.878
0.407,2016,81.5,1.2,1.009,30,85,93,100,100,97,0,90,5.204,4.44,18,47,8.7,1,20,4.03,734,12.12,123,0,0,0,0,0,0,3.491,30.163,28.461,255,0.938,0.938,0.992,84.412
0.453,1954,68.3,1.2,1.011,30,85,93,100,100,97,0,90,4.46,3.704,18,47,7.3,1,20,4.03,734,12.24,123,0,0,0,0,0,0,2.823,29.175,27.469,255,0.94,0.94,0.989,84.59
0.5,1998,54.8,1.2,1.009,30,85,93,100,100,97,0,90,3.728,2.964,18,47,6.2,1,20,4.03,734,12.12,123,0,0,0,0,0,0,2.31,28.977,27.271,255,0.938,0.938,0.992,84.412
0.547,1967,67,1.2,1.009,30,85,93,100,100,97,0,90,4.404,3.64,18,47,7.2,1,20,4.03,734,12.12,123,0,0,0,0,0,0,2.792,27.989,26.279,255,0.938,0.938,0.992,84.412
0.594,2009,81,1.2,1.009,30,85,93,100,100,97,0,90,5.172,4.408,18,46,8.7,1,20,4.03,734,12.12,123,0,0,0,0,0,0,3.454,29.372,27.668,255,0.938,0.938,0.992,84.412
0.641,1974,68.3,1.2,1.002,30,85,93,100,100,97,0,90,4.475,3.704,18,46,7.4,1,20,4.03,734,12,123,0,0,0,0,0,0,2.852,29.076,27.37,255,0.932,0.932,0.998,83.878
0.688,1973,54.8,1.2,1,30,85,93,100,100,97,0,90,4.396,3.64,18,47,7.2,1,20,4.03,734,12.24,123,0,0,0,0,0,0,2.801,28.483,26.775,255,0.93,0.93,1,83.7
0.735,1996,55.3,1.2,1,30,85,93,100,100,97,0,90,3.767,2.996,18,47,6.3,1,20,4.03,734,12,123,0,0,0,0,0,0,2.332,29.57,27.866,255,0.93,0.93,1,83.7
0.782,1970,66.8,1.2,0.998,30,85,93,100,100,97,0,90,4.388,3.624,18,47,7.2,1,20,4.03,734,12.12,123,0,0,0,0,0,0,2.784,28.088,26.379,255,0.928,0.928,1.002,83.522
0.828,1989,81,1.2,1.002,30,85,93,100,100,97,0,90,5.164,4.408,18,47,8.6,1,20,4.03,734,12.24,123,0,0,0,0,0,0,3.419,30.558,28.858,255,0.932,0.932,0.998,83.878
0.875,1959,68.3,1.2,1.009,30,85,93,100,100,97,0,90,4.46,3.704,18,46,7.3,1,20,4.03,734,12.24,123,0,0,0,0,0,0,2.83,28.286,26.577,255,0.938,0.938,0.992,84.412
0.922,1983,55.3,1.2,1.006,30,85,93,100,100,97,0,90,3.752,2.996,18,46,6.2,1,20,4.03,734,12.24,123,0,0,0,0,0,0,2.317,30.361,28.659,255,0.936,0.936,0.994,84.234
0.969,1962,68,1.2,1.009,30,85,93,100,100,97,0,90,4.475,3.704,18,46,7.3,1,20,4.03,734,12,123,0,0,0,0,0,0,2.834,29.274,27.569,255,0.938,0.938,0.992,84.412
1.016,1996,81,1.2,1.006,30,85,93,100,100,97,0,90,5.164,4.408,18,46,8.6,1,20,4.03,734,12.24,123,0,0,0,0,0,0,3.431,28.977,27.271,255,0.936,0.936,0.994,84.234
1.063,1967,67.8,1.2,1,30,85,93,100,100,97,0,90,4.439,3.668,18,47,7.3,1,20,4.03,734,12,123,0,0,0,0,0,0,2.814,29.471,27.767,255,0.93,0.93,1,83.7
1.11,1984,55.5,1.2,1,30,85,93,100,100,97,0,90,3.776,3.012,18,47,6.2,1,20,4.03,734,12.12,123,0,0,0,0,0,0,2.331,29.867,28.164,255,0.93,0.93,1,83.7
1.157,1967,67,1.2,1.002,30,85,93,100,100,97,0,90,4.404,3.64,18,47,7.2,1,20,4.03,734,12.12,123,0,0,0,0,0,0,2.792,29.274,27.569,255,0.932,0.932,0.998,83.878
1.203,1974,81.3,1.2,1.006,30,85,93,100,100,97,0,90,4.388,3.624,18,47,7.2,1,20,4.03,734,12.12,123,0,0,0,0,0,0,2.79,28.286,26.577,255,0.936,0.936,0.994,84.234
