Time,RPM,MAP,TP,lambda,MAT,CLT,Gego,Gwarm,Gbaro,Gammae,TPSacc,Gve,PW,PW_raw,IacDC,IacSteps,DutyCycle1,lambdaTarget,Spark,Dwell,EGT #1,Vbatt,IacInt,speed_rpm_ratio,altitude,speed,course,distance,distance_sum,inst_Vems,torque,torque_nominal,L100km,lambda_corr_ego,lambda_corr_ego,afr_diff,corrected_ve
0,2040,54.3,1.2,0.851,31,85,90,100,100,96,0,90,4.095,3.324,18,46,7,0.85,25,4.03,659,12,123,0,0,0,0,0,0,2.645,37.179,35.502,255,0.766,0.766,0.999,81.054
0.016,2045,53.8,1.2,0.853,31,85,90,100,100,96,0,90,4.066,3.288,18,46,6.9,0.85,25,4.03,659,11.88,123,0,0,0,0,0,0,2.622,36.783,35.105,255,0.768,0.768,0.997,81.256
0.063,2044,54.3,1.2,0.851,31,85,90,100,100,96,0,90,4.08,3.324,18,46,6.9,0.85,25,4.03,659,12.24,123,0,0,0,0,0,0,2.65,35.894,34.213,255,0.766,0.766,0.999,81.054
0.109,2041,66,1.2,0.849,31,85,90,100,100,96,0,90,4.835,4.064,18,46,8.2,0.85,25,4.03,659,12,123,0,0,0,0,0,0,3.235,34.511,32.824,255,0.764,0.764,1.002,80.851
0.156,2053,79.3,1.2,0.851,31,85,90,100,100,96,0,90,5.628,4.872,18,46,9.6,0.85,25,4.03,659,12.24,123,0,0,0,0,0,0,3.901,36.586,34.907,255,0.766,0.766,0.999,81.054
0.203,2044,66.3,1.2,0.851,31,85,90,100,100,96,0,90,4.842,4.064,18,46,8.2,0.85,25,4.03,659,11.88,123,0,0,0,0,0,0,3.24,34.313,32.626,255,0.766,0.766,0.999,81.054
0.25,2050,53.8,1.2,0.851,31,85,90,100,100,96,0,90,4.052,3.288,18,46,6.9,0.85,25,4.03,659,12.12,123,0,0,0,0,0,0,2.629,34.313,32.626,255,0.766,0.766,0.999,81.054
0.297,2055,54,1.2,0.849,31,85,90,100,100,96,0,90,4.095,3.324,18,46,7,0.85,25,4.03,659,12,123,0,0,0,0,0,0,2.664,34.214,32.527,255,0.764,0.764,1.002,80.851
0.344,2045,67,1.2,0.847,31,85,90,100,100,96,0,90,4.884,4.128,18,46,8.3,0.85,25,4.03,659,12.24,123,0,0,0,0,0,0,3.292,34.116,32.428,255,0.762,0.762,1.004,80.649
0.391,2053,79.3,1.2,0.847,31,85,90,100,100,96,0,90,5.65,4.872,18,46,9.7,0.85,25,4.03,659,11.88,123,0,0,0,0,0,0,3.901,36.981,35.304,255,0.762,0.762,1.004,80.649
0.438,2045,66.3,1.2,0.849,31,85,90,100,100,96,0,90,4.82,4.064,18,46,8.2,0.85,25,4.03,659,12.24,123,0,0,0,0,0,0,3.241,35.202,33.519,255,0.764,0.764,1.002,80.851
0.484,2053,53.5,1.2,0.847,31,85,90,100,100,96,0,90,4.052,3.288,18,46,6.9,0.85,25,4.03,659,12.12,123,0,0,0,0,0,0,2.633,36.388,34.709,255,0.762,0.762,1.004,80.649
0.531,2050,54.5,1.2,0.845,31,85,90,100,100,96,0,90,4.116,3.352,18,46,7,0.85,25,4.03,659,12.12,123,0,0,0,0,0,0,2.68,35.202,33.519,255,0.76,0.76,1.007,80.446
0.578,2045,66.8,1.2,0.845,31,85,90,100,100,96,0,90,4.86,4.096,18,46,8.3,0.85,25,4.03,659,12.12,123,0,0,0,0,0,0,3.267,32.831,31.139,255,0.76,0.76,1.007,80.446
0.625,2055,79.5,1.2,0.847,31,85,90,100,100,96,0,90,5.664,4.9,18,46,9.7,0.85,25,4.03,659,12.12,123,0,0,0,0,0,0,3.927,36.586,34.907,255,0.762,0.762,1.004,80.649
0.672,2045,66.5,1.2,0.847,31,85,90,100,100,96,0,90,4.86,4.096,18,46,8.3,0.85,25,4.03,659,12.12,123,0,0,0,0,0,0,3.267,33.325,31.634,255,0.762,0.762,1.004,80.649
0.719,2053,54.3,1.2,0.847,31,85,90,100,100,96,0,90,4.095,3.324,18,46,7,0.85,25,4.03,659,12,123,0,0,0,0,0,0,2.661,35.4,33.717,255,0.762,0.762,1.004,80.649
0.766,2057,54.3,1.2,0.847,31,85,90,100,100,96,0,90,4.088,3.324,18,46,7,0.85,25,4.03,659,12.12,123,0,0,0,0,0,0,2.667,36.783,35.105,255,0.762,0.762,1.004,80.649
0.813,2046,66,1.2,0.849,31,85,90,100,100,96,0,90,4.828,4.064,18,46,8.2,0.85,25,4.03,659,12.12,123,0,0,0,0,0,0,3.243,34.116,32.428,255,0.764,0.764,1.002,80.851
0.859,2055,79.3,1.2,0.847,31,85,90,100,100,96,0,90,5.628,4.872,18,46,9.6,0.85,25,4.03,659,12.24,123,0,0,0,0,0,0,3.905,37.278,35.601,255,0.762,0.762,1.004,80.649
0.906,2049,66,1.2,0.845,31,85,90,100,100,96,0,90,4.842,4.064,18,46,8.3,0.85,25,4.03,659,11.88,123,0,0,0,0,0,0,3.248,34.017,32.329,255,0.76,0.76,1.007,80.446
