"Time	RPM	MAP	TP	lambda	MAT	CLT	Gego	Gwarm	Gbaro	Gammae	TPSacc	Gve	PW	PW_raw	IacDC	IacSteps	DutyCycle1	lambdaTarget	Spark	Dwell	EGT #1	Vbatt	IacInt	speed_rpm_ratio	altitude	speed	course	distance	distance_sum	inst_Vems	torque	torque_nominal	L100km	lambda_corr_ego	lambda_corr_ego	afr_diff	corrected_ve	",Time,RPM,MAP,TP,lambda,MAT,CLT,Gego,Gwarm,Gbaro,Gammae,TPSacc,Gve,PW,PW_raw,IacDC,IacSteps,DutyCycle1,lambdaTarget,Spark,Dwell,EGT #1,Vbatt,IacInt,speed_rpm_ratio,altitude,speed,course,distance,distance_sum,inst_Vems,torque,torque_nominal,L100km,lambda_corr_ego,lambda_corr_ego,afr_diff,corrected_ve
"23.188	2000	67.3	1.2	0.989	30.0	85.0	93	100	100	97	0.0	90	4.404	3.640	18	47	7.3	1.000	30.0	4.03	676	12.12	123	0	0.0	0.0	0.0	0	0	2.839	35.104	33.419	255.000	0.920	0.920	1.011	82.810	",23.188,2000,67.3,1.2,0.989,30,85,93,100,100,97,0,90,4.404,3.64,18,47,7.3,1,30,4.03,676,12.12,123,0,0,0,0,0,0,2.839,35.104,33.419,255,0.92,0.92,1.011,82.81
"23.235	2001	55.3	1.2	0.991	30.0	85.0	93	100	100	97	0.0	90	3.752	2.996	18	47	6.3	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	2.338	36.882	35.204	255.000	0.922	0.922	1.009	82.988	",23.235,2001,55.3,1.2,0.991,30,85,93,100,100,97,0,90,3.752,2.996,18,47,6.3,1,30,4.03,675,12.24,123,0,0,0,0,0,0,2.338,36.882,35.204,255,0.922,0.922,1.009,82.988
"23.282	1997	68.3	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	4.475	3.704	18	46	7.4	1.000	30.0	4.03	675	12.00	123	0	0.0	0.0	0.0	0	0	2.885	35.202	33.519	255.000	0.930	0.930	1.000	83.700	",23.282,1997,68.3,1.2,1,30,85,93,100,100,97,0,90,4.475,3.704,18,46,7.4,1,30,4.03,675,12,123,0,0,0,0,0,0,2.885,35.202,33.519,255,0.93,0.93,1,83.7
"23.329	2006	80.3	1.2	1.002	30.0	85.0	93	100	100	97	0.0	90	5.120	4.364	18	46	8.6	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	3.414	37.673	35.998	255.000	0.932	0.932	0.998	83.878	",23.329,2006,80.3,1.2,1.002,30,85,93,100,100,97,0,90,5.12,4.364,18,46,8.6,1,30,4.03,675,12.24,123,0,0,0,0,0,0,3.414,37.673,35.998,255,0.932,0.932,0.998,83.878
"23.375	1996	67.8	1.2	1.002	30.0	85.0	93	100	100	97	0.0	90	4.439	3.668	18	46	7.4	1.000	30.0	4.03	675	12.00	123	0	0.0	0.0	0.0	0	0	2.855	35.104	33.419	255.000	0.932	0.932	0.998	83.878	",23.375,1996,67.8,1.2,1.002,30,85,93,100,100,97,0,90,4.439,3.668,18,46,7.4,1,30,4.03,675,12,123,0,0,0,0,0,0,2.855,35.104,33.419,255,0.932,0.932,0.998,83.878
"23.422	2000	54.5	1.2	1.006	30.0	85.0	93	100	100	97	0.0	90	3.728	2.964	18	46	6.2	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	2.312	37.574	35.899	255.000	0.936	0.936	0.994	84.234	",23.422,2000,54.5,1.2,1.006,30,85,93,100,100,97,0,90,3.728,2.964,18,46,6.2,1,30,4.03,675,12.12,123,0,0,0,0,0,0,2.312,37.574,35.899,255,0.936,0.936,0.994,84.234
"23.469	1993	67.3	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	4.396	3.640	18	47	7.3	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	2.829	36.487	34.808	255.000	0.930	0.930	1.000	83.700	",23.469,1993,67.3,1.2,1,30,85,93,100,100,97,0,90,4.396,3.64,18,47,7.3,1,30,4.03,675,12.24,123,0,0,0,0,0,0,2.829,36.487,34.808,255,0.93,0.93,1,83.7
"23.516	1994	80.3	1.2	0.998	30.0	85.0	93	100	100	97	0.0	90	4.468	3.704	18	47	7.4	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	2.880	34.610	32.924	255.000	0.928	0.928	1.002	83.522	",23.516,1994,80.3,1.2,0.998,30,85,93,100,100,97,0,90,4.468,3.704,18,47,7.4,1,30,4.03,675,12.12,123,0,0,0,0,0,0,2.88,34.61,32.924,255,0.928,0.928,1.002,83.522
"23.563	2008	80.5	1.2	1.002	30.0	85.0	93	100	100	97	0.0	90	5.136	4.380	18	46	8.6	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	3.430	36.783	35.105	255.000	0.932	0.932	0.998	83.878	",23.563,2008,80.5,1.2,1.002,30,85,93,100,100,97,0,90,5.136,4.38,18,46,8.6,1,30,4.03,675,12.24,123,0,0,0,0,0,0,3.43,36.783,35.105,255,0.932,0.932,0.998,83.878
"23.610	1987	67.8	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	4.432	3.668	18	46	7.3	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	2.842	34.807	33.122	255.000	0.930	0.930	1.000	83.700	",23.61,1987,67.8,1.2,1,30,85,93,100,100,97,0,90,4.432,3.668,18,46,7.3,1,30,4.03,675,12.12,123,0,0,0,0,0,0,2.842,34.807,33.122,255,0.93,0.93,1,83.7
"23.657	1986	55.3	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	3.752	2.996	18	47	6.2	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	2.321	37.376	35.700	255.000	0.930	0.930	1.000	83.700	",23.657,1986,55.3,1.2,1,30,85,93,100,100,97,0,90,3.752,2.996,18,47,6.2,1,30,4.03,675,12.24,123,0,0,0,0,0,0,2.321,37.376,35.7,255,0.93,0.93,1,83.7
"23.704	1982	67.3	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	4.404	3.640	18	47	7.3	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	2.814	34.116	32.428	255.000	0.930	0.930	1.000	83.700	",23.704,1982,67.3,1.2,1,30,85,93,100,100,97,0,90,4.404,3.64,18,47,7.3,1,30,4.03,675,12.12,123,0,0,0,0,0,0,2.814,34.116,32.428,255,0.93,0.93,1,83.7
"23.750	1996	81.0	1.2	0.991	30.0	85.0	93	100	100	97	0.0	90	5.164	4.408	18	47	8.6	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	3.431	37.278	35.601	255.000	0.922	0.922	1.009	82.988	",23.75,1996,81,1.2,0.991,30,85,93,100,100,97,0,90,5.164,4.408,18,47,8.6,1,30,4.03,675,12.24,123,0,0,0,0,0,0,3.431,37.278,35.601,255,0.922,0.922,1.009,82.988
"23.797	1985	67.8	1.2	1.002	30.0	85.0	93	100	100	97	0.0	90	4.432	3.668	18	47	7.3	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	2.840	36.388	34.709	255.000	0.932	0.932	0.998	83.878	",23.797,1985,67.8,1.2,1.002,30,85,93,100,100,97,0,90,4.432,3.668,18,47,7.3,1,30,4.03,675,12.12,123,0,0,0,0,0,0,2.84,36.388,34.709,255,0.932,0.932,0.998,83.878
"23.844	1990	54.8	1.2	1.011	30.0	85.0	93	100	100	97	0.0	90	3.728	2.964	18	46	6.2	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	2.300	35.795	34.114	255.000	0.940	0.940	0.989	84.590	",23.844,1990,54.8,1.2,1.011,30,85,93,100,100,97,0,90,3.728,2.964,18,46,6.2,1,30,4.03,675,12.12,123,0,0,0,0,0,0,2.3,35.795,34.114,255,0.94,0.94,0.989,84.59
"23.891	1987	66.5	1.2	1.002	30.0	85.0	93	100	100	97	0.0	90	4.380	3.624	18	46	7.3	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	2.808	35.697	34.014	255.000	0.932	0.932	0.998	83.878	",23.891,1987,66.5,1.2,1.002,30,85,93,100,100,97,0,90,4.38,3.624,18,46,7.3,1,30,4.03,675,12.24,123,0,0,0,0,0,0,2.808,35.697,34.014,255,0.932,0.932,0.998,83.878
"23.938	1986	80.5	1.2	0.998	30.0	85.0	93	100	100	97	0.0	90	4.356	3.592	18	47	7.2	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	2.782	35.697	34.014	255.000	0.928	0.928	1.002	83.522	",23.938,1986,80.5,1.2,0.998,30,85,93,100,100,97,0,90,4.356,3.592,18,47,7.2,1,30,4.03,675,12.12,123,0,0,0,0,0,0,2.782,35.697,34.014,255,0.928,0.928,1.002,83.522
"23.985	2000	80.5	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	5.136	4.380	18	47	8.6	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	3.416	37.179	35.502	255.000	0.930	0.930	1.000	83.700	",23.985,2000,80.5,1.2,1,30,85,93,100,100,97,0,90,5.136,4.38,18,47,8.6,1,30,4.03,675,12.24,123,0,0,0,0,0,0,3.416,37.179,35.502,255,0.93,0.93,1,83.7
"24.047	1988	67.8	1.2	1.002	30.0	85.0	93	100	100	97	0.0	90	4.424	3.668	18	47	7.3	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	2.844	34.313	32.626	255.000	0.932	0.932	0.998	83.878	",24.047,1988,67.8,1.2,1.002,30,85,93,100,100,97,0,90,4.424,3.668,18,47,7.3,1,30,4.03,675,12.24,123,0,0,0,0,0,0,2.844,34.313,32.626,255,0.932,0.932,0.998,83.878
"24.094	1992	54.3	1.2	1.011	30.0	85.0	93	100	100	97	0.0	90	3.692	2.936	18	47	6.1	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	2.281	36.586	34.907	255.000	0.940	0.940	0.989	84.590	",24.094,1992,54.3,1.2,1.011,30,85,93,100,100,97,0,90,3.692,2.936,18,47,6.1,1,30,4.03,675,12.24,123,0,0,0,0,0,0,2.281,36.586,34.907,255,0.94,0.94,0.989,84.59
"24.141	1990	66.0	1.2	1.009	30.0	85.0	93	100	100	97	0.0	90	4.356	3.592	18	47	7.2	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	2.788	34.906	33.221	255.000	0.938	0.938	0.992	84.412	",24.141,1990,66,1.2,1.009,30,85,93,100,100,97,0,90,4.356,3.592,18,47,7.2,1,30,4.03,675,12.12,123,0,0,0,0,0,0,2.788,34.906,33.221,255,0.938,0.938,0.992,84.412
"24.188	1997	80.5	1.2	1.009	30.0	85.0	93	100	100	97	0.0	90	5.151	4.380	18	47	8.6	1.000	30.0	4.03	675	12.00	123	0	0.0	0.0	0.0	0	0	3.411	36.882	35.204	255.000	0.938	0.938	0.992	84.412	",24.188,1997,80.5,1.2,1.009,30,85,93,100,100,97,0,90,5.151,4.38,18,47,8.6,1,30,4.03,675,12,123,0,0,0,0,0,0,3.411,36.882,35.204,255,0.938,0.938,0.992,84.412
"24.235	1987	67.8	1.2	1.002	30.0	85.0	93	100	100	97	0.0	90	4.424	3.668	18	47	7.3	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	2.842	35.202	33.519	255.000	0.932	0.932	0.998	83.878	",24.235,1987,67.8,1.2,1.002,30,85,93,100,100,97,0,90,4.424,3.668,18,47,7.3,1,30,4.03,675,12.24,123,0,0,0,0,0,0,2.842,35.202,33.519,255,0.932,0.932,0.998,83.878
"24.282	1992	55.3	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	3.760	2.996	18	46	6.2	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	2.328	37.278	35.601	255.000	0.930	0.930	1.000	83.700	",24.282,1992,55.3,1.2,1,30,85,93,100,100,97,0,90,3.76,2.996,18,46,6.2,1,30,4.03,675,12.12,123,0,0,0,0,0,0,2.328,37.278,35.601,255,0.93,0.93,1,83.7
"24.329	1991	67.3	1.2	1.006	30.0	85.0	93	100	100	97	0.0	90	4.396	3.640	18	46	7.3	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	2.826	36.191	34.510	255.000	0.936	0.936	0.994	84.234	",24.329,1991,67.3,1.2,1.006,30,85,93,100,100,97,0,90,4.396,3.64,18,46,7.3,1,30,4.03,675,12.24,123,0,0,0,0,0,0,2.826,36.191,34.51,255,0.936,0.936,0.994,84.234
"24.375	1990	80.8	1.2	1.009	30.0	85.0	93	100	100	97	0.0	90	4.395	3.624	18	47	7.3	1.000	30.0	4.03	675	12.00	123	0	0.0	0.0	0.0	0	0	2.813	34.610	32.924	255.000	0.938	0.938	0.992	84.412	",24.375,1990,80.8,1.2,1.009,30,85,93,100,100,97,0,90,4.395,3.624,18,47,7.3,1,30,4.03,675,12,123,0,0,0,0,0,0,2.813,34.61,32.924,255,0.938,0.938,0.992,84.412
"24.422	2005	80.8	1.2	1.002	30.0	85.0	93	100	100	97	0.0	90	5.136	4.380	18	47	8.6	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	3.425	36.191	34.510	255.000	0.932	0.932	0.998	83.878	",24.422,2005,80.8,1.2,1.002,30,85,93,100,100,97,0,90,5.136,4.38,18,47,8.6,1,30,4.03,675,12.24,123,0,0,0,0,0,0,3.425,36.191,34.51,255,0.932,0.932,0.998,83.878
"24.469	1994	67.8	1.2	1.006	30.0	85.0	93	100	100	97	0.0	90	4.424	3.668	18	46	7.4	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	2.852	34.313	32.626	255.000	0.936	0.936	0.994	84.234	",24.469,1994,67.8,1.2,1.006,30,85,93,100,100,97,0,90,4.424,3.668,18,46,7.4,1,30,4.03,675,12.24,123,0,0,0,0,0,0,2.852,34.313,32.626,255,0.936,0.936,0.994,84.234
"24.516	2000	54.5	1.2	1.009	30.0	85.0	93	100	100	97	0.0	90	3.720	2.964	18	46	6.2	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	2.312	37.870	36.196	255.000	0.938	0.938	0.992	84.412	",24.516,2000,54.5,1.2,1.009,30,85,93,100,100,97,0,90,3.72,2.964,18,46,6.2,1,30,4.03,675,12.24,123,0,0,0,0,0,0,2.312,37.87,36.196,255,0.938,0.938,0.992,84.412
"24.563	1997	67.5	1.2	1.015	30.0	85.0	93	100	100	97	0.0	90	4.424	3.668	18	46	7.4	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	2.857	34.610	32.924	255.000	0.944	0.944	0.985	84.947	",24.563,1997,67.5,1.2,1.015,30,85,93,100,100,97,0,90,4.424,3.668,18,46,7.4,1,30,4.03,675,12.24,123,0,0,0,0,0,0,2.857,34.61,32.924,255,0.944,0.944,0.985,84.947
"24.610	2012	80.5	1.2	1.011	30.0	85.0	93	100	100	97	0.0	90	5.144	4.380	18	46	8.6	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	3.437	38.266	36.593	255.000	0.940	0.940	0.989	84.590	",24.61,2012,80.5,1.2,1.011,30,85,93,100,100,97,0,90,5.144,4.38,18,46,8.6,1,30,4.03,675,12.12,123,0,0,0,0,0,0,3.437,38.266,36.593,255,0.94,0.94,0.989,84.59
"24.657	1992	68.0	1.2	1.002	30.0	85.0	93	100	100	97	0.0	90	4.468	3.704	18	47	7.4	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	2.878	37.080	35.403	255.000	0.932	0.932	0.998	83.878	",24.657,1992,68,1.2,1.002,30,85,93,100,100,97,0,90,4.468,3.704,18,47,7.4,1,30,4.03,675,12.12,123,0,0,0,0,0,0,2.878,37.08,35.403,255,0.932,0.932,0.998,83.878
"24.704	1996	55.0	1.2	1.002	30.0	85.0	93	100	100	97	0.0	90	3.760	2.996	18	47	6.3	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	2.332	35.697	34.014	255.000	0.932	0.932	0.998	83.878	",24.704,1996,55,1.2,1.002,30,85,93,100,100,97,0,90,3.76,2.996,18,47,6.3,1,30,4.03,675,12.12,123,0,0,0,0,0,0,2.332,35.697,34.014,255,0.932,0.932,0.998,83.878
"24.750	1993	66.0	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	4.356	3.592	18	47	7.2	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	2.792	35.499	33.816	255.000	0.930	0.930	1.000	83.700	",24.75,1993,66,1.2,1,30,85,93,100,100,97,0,90,4.356,3.592,18,47,7.2,1,30,4.03,675,12.12,123,0,0,0,0,0,0,2.792,35.499,33.816,255,0.93,0.93,1,83.7
"24.797	1996	67.8	1.2	0.998	30.0	85.0	93	100	100	97	0.0	90	4.439	3.668	18	46	7.4	1.000	30.0	4.03	675	12.00	123	0	0.0	0.0	0.0	0	0	2.855	35.795	34.114	255.000	0.928	0.928	1.002	83.522	",24.797,1996,67.8,1.2,0.998,30,85,93,100,100,97,0,90,4.439,3.668,18,46,7.4,1,30,4.03,675,12,123,0,0,0,0,0,0,2.855,35.795,34.114,255,0.928,0.928,1.002,83.522
"24.844	2010	81.0	1.2	0.998	30.0	85.0	93	100	100	97	0.0	90	5.172	4.408	18	46	8.7	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	3.455	37.673	35.998	255.000	0.928	0.928	1.002	83.522	",24.844,2010,81,1.2,0.998,30,85,93,100,100,97,0,90,5.172,4.408,18,46,8.7,1,30,4.03,675,12.12,123,0,0,0,0,0,0,3.455,37.673,35.998,255,0.928,0.928,1.002,83.522
"24.891	1993	67.8	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	4.424	3.668	18	46	7.3	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	2.851	35.598	33.915	255.000	0.930	0.930	1.000	83.700	",24.891,1993,67.8,1.2,1,30,85,93,100,100,97,0,90,4.424,3.668,18,46,7.3,1,30,4.03,675,12.24,123,0,0,0,0,0,0,2.851,35.598,33.915,255,0.93,0.93,1,83.7
"24.938	1997	55.0	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	3.752	2.996	18	46	6.2	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	2.333	37.772	36.097	255.000	0.930	0.930	1.000	83.700	",24.938,1997,55,1.2,1,30,85,93,100,100,97,0,90,3.752,2.996,18,46,6.2,1,30,4.03,675,12.24,123,0,0,0,0,0,0,2.333,37.772,36.097,255,0.93,0.93,1,83.7
"24.985	1995	66.8	1.2	1.006	30.0	85.0	93	100	100	97	0.0	90	4.388	3.624	18	47	7.3	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	2.820	35.104	33.419	255.000	0.936	0.936	0.994	84.234	",24.985,1995,66.8,1.2,1.006,30,85,93,100,100,97,0,90,4.388,3.624,18,47,7.3,1,30,4.03,675,12.12,123,0,0,0,0,0,0,2.82,35.104,33.419,255,0.936,0.936,0.994,84.234
"25.032	2007	80.8	1.2	1.006	30.0	85.0	93	100	100	97	0.0	90	5.151	4.380	18	47	8.6	1.000	30.0	4.03	675	12.00	123	0	0.0	0.0	0.0	0	0	3.428	36.289	34.609	255.000	0.936	0.936	0.994	84.234	",25.032,2007,80.8,1.2,1.006,30,85,93,100,100,97,0,90,5.151,4.38,18,47,8.6,1,30,4.03,675,12,123,0,0,0,0,0,0,3.428,36.289,34.609,255,0.936,0.936,0.994,84.234
"25.079	1992	68.0	1.2	0.998	30.0	85.0	93	100	100	97	0.0	90	4.468	3.704	18	46	7.4	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	2.878	36.092	34.411	255.000	0.928	0.928	1.002	83.522	",25.079,1992,68,1.2,0.998,30,85,93,100,100,97,0,90,4.468,3.704,18,46,7.4,1,30,4.03,675,12.12,123,0,0,0,0,0,0,2.878,36.092,34.411,255,0.928,0.928,1.002,83.522
"25.125	1997	55.3	1.2	0.998	30.0	85.0	93	100	100	97	0.0	90	3.760	2.996	18	46	6.3	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	2.333	36.685	35.006	255.000	0.928	0.928	1.002	83.522	",25.125,1997,55.3,1.2,0.998,30,85,93,100,100,97,0,90,3.76,2.996,18,46,6.3,1,30,4.03,675,12.12,123,0,0,0,0,0,0,2.333,36.685,35.006,255,0.928,0.928,1.002,83.522
"25.172	1990	55.3	1.2	1.002	30.0	85.0	93	100	100	97	0.0	90	3.752	2.996	18	46	6.2	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	2.325	36.685	35.006	255.000	0.932	0.932	0.998	83.878	",25.172,1990,55.3,1.2,1.002,30,85,93,100,100,97,0,90,3.752,2.996,18,46,6.2,1,30,4.03,675,12.24,123,0,0,0,0,0,0,2.325,36.685,35.006,255,0.932,0.932,0.998,83.878
"25.219	1984	67.8	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	4.424	3.668	18	46	7.3	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	2.838	34.412	32.725	255.000	0.930	0.930	1.000	83.700	",25.219,1984,67.8,1.2,1,30,85,93,100,100,97,0,90,4.424,3.668,18,46,7.3,1,30,4.03,675,12.24,123,0,0,0,0,0,0,2.838,34.412,32.725,255,0.93,0.93,1,83.7
"25.266	1999	80.5	1.2	0.998	30.0	85.0	93	100	100	97	0.0	90	5.136	4.380	18	47	8.6	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	3.415	37.080	35.403	255.000	0.928	0.928	1.002	83.522	",25.266,1999,80.5,1.2,0.998,30,85,93,100,100,97,0,90,5.136,4.38,18,47,8.6,1,30,4.03,675,12.24,123,0,0,0,0,0,0,3.415,37.08,35.403,255,0.928,0.928,1.002,83.522
"25.313	1985	67.5	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	4.424	3.668	18	47	7.3	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	2.840	35.202	33.519	255.000	0.930	0.930	1.000	83.700	",25.313,1985,67.5,1.2,1,30,85,93,100,100,97,0,90,4.424,3.668,18,47,7.3,1,30,4.03,675,12.24,123,0,0,0,0,0,0,2.84,35.202,33.519,255,0.93,0.93,1,83.7
"25.360	1991	54.8	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	3.735	2.964	18	46	6.2	1.000	30.0	4.03	675	12.00	123	0	0.0	0.0	0.0	0	0	2.302	37.278	35.601	255.000	0.930	0.930	1.000	83.700	",25.36,1991,54.8,1.2,1,30,85,93,100,100,97,0,90,3.735,2.964,18,46,6.2,1,30,4.03,675,12,123,0,0,0,0,0,0,2.302,37.278,35.601,255,0.93,0.93,1,83.7
"25.407	1986	66.8	1.2	0.998	30.0	85.0	93	100	100	97	0.0	90	4.380	3.624	18	46	7.2	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	2.807	34.412	32.725	255.000	0.928	0.928	1.002	83.522	",25.407,1986,66.8,1.2,0.998,30,85,93,100,100,97,0,90,4.38,3.624,18,46,7.2,1,30,4.03,675,12.24,123,0,0,0,0,0,0,2.807,34.412,32.725,255,0.928,0.928,1.002,83.522
"25.454	1999	80.5	1.2	0.998	30.0	85.0	93	100	100	97	0.0	90	5.144	4.380	18	46	8.6	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	3.415	37.080	35.403	255.000	0.928	0.928	1.002	83.522	",25.454,1999,80.5,1.2,0.998,30,85,93,100,100,97,0,90,5.144,4.38,18,46,8.6,1,30,4.03,675,12.12,123,0,0,0,0,0,0,3.415,37.08,35.403,255,0.928,0.928,1.002,83.522
"25.500	1988	67.3	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	4.404	3.640	18	46	7.3	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	2.822	36.586	34.907	255.000	0.930	0.930	1.000	83.700	",25.5,1988,67.3,1.2,1,30,85,93,100,100,97,0,90,4.404,3.64,18,46,7.3,1,30,4.03,675,12.12,123,0,0,0,0,0,0,2.822,36.586,34.907,255,0.93,0.93,1,83.7
"25.547	1994	54.8	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	3.735	2.964	18	46	6.2	1.000	30.0	4.03	675	12.00	123	0	0.0	0.0	0.0	0	0	2.305	34.610	32.924	255.000	0.930	0.930	1.000	83.700	",25.547,1994,54.8,1.2,1,30,85,93,100,100,97,0,90,3.735,2.964,18,46,6.2,1,30,4.03,675,12,123,0,0,0,0,0,0,2.305,34.61,32.924,255,0.93,0.93,1,83.7
"25.594	1995	55.3	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	3.752	2.996	18	47	6.2	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	2.331	35.894	34.213	255.000	0.930	0.930	1.000	83.700	",25.594,1995,55.3,1.2,1,30,85,93,100,100,97,0,90,3.752,2.996,18,47,6.2,1,30,4.03,675,12.24,123,0,0,0,0,0,0,2.331,35.894,34.213,255,0.93,0.93,1,83.7
"25.641	1994	66.8	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	4.380	3.624	18	47	7.3	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	2.818	34.610	32.924	255.000	0.930	0.930	1.000	83.700	",25.641,1994,66.8,1.2,1,30,85,93,100,100,97,0,90,4.38,3.624,18,47,7.3,1,30,4.03,675,12.24,123,0,0,0,0,0,0,2.818,34.61,32.924,255,0.93,0.93,1,83.7
"25.688	2009	80.8	1.2	1.006	30.0	85.0	93	100	100	97	0.0	90	5.136	4.380	18	46	8.6	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	3.432	37.278	35.601	255.000	0.936	0.936	0.994	84.234	",25.688,2009,80.8,1.2,1.006,30,85,93,100,100,97,0,90,5.136,4.38,18,46,8.6,1,30,4.03,675,12.24,123,0,0,0,0,0,0,3.432,37.278,35.601,255,0.936,0.936,0.994,84.234
"25.735	1996	67.5	1.2	1.006	30.0	85.0	93	100	100	97	0.0	90	4.424	3.668	18	46	7.4	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	2.855	35.894	34.213	255.000	0.936	0.936	0.994	84.234	",25.735,1996,67.5,1.2,1.006,30,85,93,100,100,97,0,90,4.424,3.668,18,46,7.4,1,30,4.03,675,12.24,123,0,0,0,0,0,0,2.855,35.894,34.213,255,0.936,0.936,0.994,84.234
"25.782	2002	54.8	1.2	1.006	30.0	85.0	93	100	100	97	0.0	90	3.728	2.964	18	46	6.2	1.000	30.0	4.03	675	12.12	123	0	0.0	0.0	0.0	0	0	2.314	37.475	35.799	255.000	0.936	0.936	0.994	84.234	",25.782,2002,54.8,1.2,1.006,30,85,93,100,100,97,0,90,3.728,2.964,18,46,6.2,1,30,4.03,675,12.12,123,0,0,0,0,0,0,2.314,37.475,35.799,255,0.936,0.936,0.994,84.234
"25.829	1997	66.0	1.2	1.006	30.0	85.0	93	100	100	97	0.0	90	4.348	3.592	18	46	7.2	1.000	30.0	4.03	675	12.24	123	0	0.0	0.0	0.0	0	0	2.798	36.191	34.510	255.000	0.936	0.936	0.994	84.234	",25.829,1997,66,1.2,1.006,30,85,93,100,100,97,0,90,4.348,3.592,18,46,7.2,1,30,4.03,675,12.24,123,0,0,0,0,0,0,2.798,36.191,34.51,255,0.936,0.936,0.994,84.234
