Time,RPM,MAP,TP,lambda,MAT,CLT,Gego,Gwarm,Gbaro,Gammae,TPSacc,Gve,PW,PW_raw,IacDC,IacSteps,DutyCycle1,lambdaTarget,Spark,Dwell,EGT #1,Vbatt,IacInt,speed_rpm_ratio,altitude,speed,course,distance,distance_sum,inst_Vems,torque,torque_nominal,L100km,lambda_corr_ego,lambda_corr_ego,afr_diff,corrected_ve
0,2011,79.8,1.2,1.15,32,85,98,100,100,96,0,90,4.707,3.936,18,47,7.9,1.148,35,4.03,645,12,123,0,0,0,0,0,0,3.087,32.238,30.544,255,1.127,1.127,0.998,88.362
0.047,1992,67,1.2,1.133,32,85,98,100,100,96,0,90,4.095,3.324,18,47,6.8,1.148,35,4.03,645,12,123,0,0,0,0,0,0,2.582,31.645,29.949,255,1.11,1.11,1.013,87.055
0.094,2010,54.3,1.2,1.133,32,85,98,100,100,96,0,90,3.439,2.668,18,47,5.8,1.148,35,4.03,645,12,123,0,0,0,0,0,0,2.091,32.534,30.841,255,1.11,1.11,1.013,87.055
0.141,1996,64.8,1.2,1.133,32,85,98,100,100,96,0,90,3.96,3.196,18,47,6.6,1.148,35,4.03,645,12.12,123,0,0,0,0,0,0,2.488,31.942,30.246,255,1.11,1.11,1.013,87.055
0.187,1996,66,1.2,1.15,32,85,98,100,100,96,0,90,4.04,3.276,18,48,6.7,1.148,35,4.03,645,12.12,123,0,0,0,0,0,0,2.55,32.633,30.94,255,1.127,1.127,0.998,88.362
0.234,2018,79.5,1.2,1.133,32,85,98,100,100,96,0,90,4.7,3.936,18,48,7.9,1.148,35,4.03,645,12.12,123,0,0,0,0,0,0,3.098,32.633,30.94,255,1.11,1.11,1.013,87.055
0.281,1998,66.8,1.2,1.133,32,85,98,100,100,96,0,90,4.056,3.292,18,47,6.8,1.148,35,4.03,645,12.12,123,0,0,0,0,0,0,2.565,31.448,29.75,255,1.11,1.11,1.013,87.055
0.328,2014,54.5,1.2,1.133,32,85,98,100,100,96,0,90,3.471,2.7,18,47,5.8,1.148,35,4.03,645,12,123,0,0,0,0,0,0,2.121,32.732,31.039,255,1.11,1.11,1.013,87.055
0.375,2005,66.3,1.2,1.133,32,85,98,100,100,96,0,90,4.04,3.276,18,47,6.7,1.148,35,4.03,645,12.12,123,0,0,0,0,0,0,2.562,30.163,28.461,255,1.11,1.11,1.013,87.055
0.422,2023,79.5,1.2,1.133,32,85,98,100,100,96,0,90,4.714,3.936,18,47,7.9,1.148,35,4.03,645,11.88,123,0,0,0,0,0,0,3.105,32.238,30.544,255,1.11,1.11,1.013,87.055
