Time,RPM,MAP,TP,lambda,MAT,CLT,Gego,Gwarm,Gbaro,Gammae,TPSacc,Gve,PW,PW_raw,IacDC,IacSteps,DutyCycle1,lambdaTarget,Spark,Dwell,EGT #1,Vbatt,IacInt,speed_rpm_ratio,altitude,speed,course,distance,distance_sum,inst_Vems,torque,torque_nominal,L100km,lambda_corr_ego,lambda_corr_ego,afr_diff,corrected_ve
0,2015,67.5,1.2,0.851,30,85,91,100,100,97,0,90,4.959,4.188,18,47,8.3,0.85,40,4.03,627,12,123,0,0,0,0,0,0,3.291,37.574,35.899,255,0.774,0.774,0.999,81.954
0,2013,66.8,1.2,0.847,30,85,91,100,100,97,0,90,4.899,4.128,18,46,8.2,0.85,40,4.03,627,12,123,0,0,0,0,0,0,3.241,39.946,38.279,255,0.771,0.771,1.004,81.545
0.062,2009,67,1.2,0.847,30,85,91,100,100,97,0,90,4.924,4.16,18,46,8.2,0.85,40,4.03,627,12.12,123,0,0,0,0,0,0,3.259,39.451,37.783,255,0.771,0.771,1.004,81.545
0.109,2009,66.5,1.2,0.849,30,85,91,100,100,97,0,90,4.884,4.128,18,46,8.2,0.85,40,4.03,627,12.24,123,0,0,0,0,0,0,3.234,37.673,35.998,255,0.773,0.773,1.002,81.75
0.156,2016,80.8,1.2,0.849,30,85,91,100,100,97,0,90,5.767,4.996,18,47,9.7,0.85,40,4.03,627,12,123,0,0,0,0,0,0,3.928,41.527,39.865,255,0.773,0.773,1.002,81.75
0.203,2008,67.3,1.2,0.851,30,85,91,100,100,97,0,90,4.924,4.16,18,47,8.2,0.85,40,4.03,627,12.12,123,0,0,0,0,0,0,3.258,38.957,37.287,255,0.774,0.774,0.999,81.954
0.25,2012,54.3,1.2,0.849,30,85,91,100,100,97,0,90,4.123,3.352,18,46,6.9,0.85,40,4.03,627,12,123,0,0,0,0,0,0,2.63,38.365,36.692,255,0.773,0.773,1.002,81.75
0.312,2008,67.3,1.2,0.847,30,85,91,100,100,97,0,90,4.924,4.16,18,46,8.2,0.85,40,4.03,627,12.12,123,0,0,0,0,0,0,3.258,39.254,37.584,255,0.771,0.771,1.004,81.545
0.359,2006,66,1.2,0.849,30,85,91,100,100,97,0,90,4.852,4.096,18,47,8.1,0.85,40,4.03,627,12.24,123,0,0,0,0,0,0,3.204,37.673,35.998,255,0.773,0.773,1.002,81.75
0.406,2013,80.3,1.2,0.849,30,85,91,100,100,97,0,90,5.732,4.968,18,47,9.6,0.85,40,4.03,627,12.12,123,0,0,0,0,0,0,3.9,40.934,39.27,255,0.773,0.773,1.002,81.75
0.453,2006,67,1.2,0.855,30,85,91,100,100,97,0,90,4.924,4.16,18,47,8.2,0.85,40,4.03,627,12.12,123,0,0,0,0,0,0,3.255,37.87,36.196,255,0.778,0.778,0.994,82.364
0.5,2011,54.5,1.2,0.853,30,85,91,100,100,97,0,90,4.151,3.38,18,46,7,0.85,40,4.03,627,12,123,0,0,0,0,0,0,2.651,40.736,39.072,255,0.776,0.776,0.997,82.159
0.546,2008,66.5,1.2,0.853,30,85,91,100,100,97,0,90,4.892,4.128,18,46,8.2,0.85,40,4.03,627,12.12,123,0,0,0,0,0,0,3.233,37.87,36.196,255,0.776,0.776,0.997,82.159
0.593,2015,80.3,1.2,0.853,30,85,91,100,100,97,0,90,5.739,4.968,18,46,9.6,0.85,40,4.03,626,12,123,0,0,0,0,0,0,3.904,38.463,36.791,255,0.776,0.776,0.997,82.159
0.64,2006,67.5,1.2,0.853,30,85,91,100,100,97,0,90,4.944,4.188,18,46,8.3,0.85,40,4.03,627,12.24,123,0,0,0,0,0,0,3.276,38.661,36.989,255,0.776,0.776,0.997,82.159
0.687,2008,67.8,1.2,0.853,30,85,91,100,100,97,0,90,4.952,4.188,18,46,8.3,0.85,40,4.03,626,12.12,123,0,0,0,0,0,0,3.28,37.376,35.7,255,0.776,0.776,0.997,82.159
0.734,2015,55,1.2,0.853,30,85,91,100,100,97,0,90,4.168,3.412,18,46,7,0.85,40,4.03,627,12.24,123,0,0,0,0,0,0,2.681,40.242,38.576,255,0.776,0.776,0.997,82.159
0.781,2010,66.8,1.2,0.853,30,85,91,100,100,97,0,90,4.906,4.128,18,46,8.2,0.85,40,4.03,626,11.88,123,0,0,0,0,0,0,3.236,37.574,35.899,255,0.776,0.776,0.997,82.159
0.828,2016,80,1.2,0.851,30,85,91,100,100,97,0,90,5.724,4.968,18,46,9.6,0.85,40,4.03,626,12.24,123,0,0,0,0,0,0,3.906,39.946,38.279,255,0.774,0.774,0.999,81.954
